Territory,Gender,Age,Scholarity,Year,N_of_people
Veneto,female,>15,"elementary school certificate, no educational qualifications",2020,407.949
Veneto,female,>15,middle school certificate,2011,613.84
Veneto,female,>15,middle school certificate,2012,624.846
Veneto,female,>15,middle school certificate,2013,625.14
Veneto,female,>15,middle school certificate,2014,615.185
Veneto,female,>15,middle school certificate,2015,614.22
Veneto,female,>15,middle school certificate,2016,615.948
Veneto,female,>15,middle school certificate,2017,617.459
Veneto,female,>15,middle school certificate,2018,636.058
Veneto,female,>15,middle school certificate,2019,639.412
Veneto,female,>15,middle school certificate,2020,643.07
Veneto,female,>15,diploma 2-3 years (professional qualification),2011,170.896
Veneto,female,>15,diploma 2-3 years (professional qualification),2012,189.212
Veneto,female,>15,diploma 2-3 years (professional qualification),2013,197.249
Veneto,female,>15,diploma 2-3 years (professional qualification),2014,189.951
Veneto,female,>15,diploma 2-3 years (professional qualification),2015,201.859
Veneto,female,>15,diploma 2-3 years (professional qualification),2016,200.731
Veneto,female,>15,diploma 2-3 years (professional qualification),2017,188.949
Veneto,female,>15,diploma 2-3 years (professional qualification),2018,181.051
Veneto,female,>15,diploma 2-3 years (professional qualification),2019,184.777
Veneto,female,>15,diploma 2-3 years (professional qualification),2020,180.297
Veneto,female,>15,diploma 4-5 years (maturity),2011,550.106
Veneto,female,>15,diploma 4-5 years (maturity),2012,547.302
Veneto,female,>15,diploma 4-5 years (maturity),2013,533.999
Veneto,female,>15,diploma 4-5 years (maturity),2014,564.831
Veneto,female,>15,diploma 4-5 years (maturity),2015,563.163
Veneto,female,>15,diploma 4-5 years (maturity),2016,566.099
Veneto,female,>15,diploma 4-5 years (maturity),2017,563.589
Veneto,female,>15,diploma 4-5 years (maturity),2018,568.625
Veneto,female,>15,diploma 4-5 years (maturity),2019,573.846
Veneto,female,>15,diploma 4-5 years (maturity),2020,585.106
Veneto,female,>15,undergraduate and postgraduate,2011,234.175
Veneto,female,>15,undergraduate and postgraduate,2012,242.775
Veneto,female,>15,undergraduate and postgraduate,2013,266.549
Veneto,female,>15,undergraduate and postgraduate,2014,274.595
Veneto,female,>15,undergraduate and postgraduate,2015,290.579
Veneto,female,>15,undergraduate and postgraduate,2016,294.194
Veneto,female,>15,undergraduate and postgraduate,2017,324.036
Veneto,female,>15,undergraduate and postgraduate,2018,335.224
Veneto,female,>15,undergraduate and postgraduate,2019,346.46
Veneto,female,>15,undergraduate and postgraduate,2020,352.785
Friuli-Venezia Giulia,male,>15,"elementary school certificate, no educational qualifications",2011,72.113
Friuli-Venezia Giulia,male,>15,"elementary school certificate, no educational qualifications",2012,70.558
Friuli-Venezia Giulia,male,>15,"elementary school certificate, no educational qualifications",2013,66.923
Friuli-Venezia Giulia,male,>15,"elementary school certificate, no educational qualifications",2014,63.088
Friuli-Venezia Giulia,male,>15,"elementary school certificate, no educational qualifications",2015,60.545
Friuli-Venezia Giulia,male,>15,"elementary school certificate, no educational qualifications",2016,58.936
Friuli-Venezia Giulia,male,>15,"elementary school certificate, no educational qualifications",2017,60.618
Friuli-Venezia Giulia,male,>15,"elementary school certificate, no educational qualifications",2018,53.546
Friuli-Venezia Giulia,male,>15,"elementary school certificate, no educational qualifications",2019,45.588
Friuli-Venezia Giulia,male,>15,"elementary school certificate, no educational qualifications",2020,45.868
Friuli-Venezia Giulia,male,>15,middle school certificate,2011,186.072
Friuli-Venezia Giulia,male,>15,middle school certificate,2012,169.585
Friuli-Venezia Giulia,male,>15,middle school certificate,2013,169.442
Friuli-Venezia Giulia,male,>15,middle school certificate,2014,173.011
Friuli-Venezia Giulia,male,>15,middle school certificate,2015,173.408
Friuli-Venezia Giulia,male,>15,middle school certificate,2016,170.772
Friuli-Venezia Giulia,male,>15,middle school certificate,2017,167.517
Friuli-Venezia Giulia,male,>15,middle school certificate,2018,163.926
Friuli-Venezia Giulia,male,>15,middle school certificate,2019,164.016
Friuli-Venezia Giulia,male,>15,middle school certificate,2020,158.902
Friuli-Venezia Giulia,male,>15,diploma 2-3 years (professional qualification),2011,51.61
Friuli-Venezia Giulia,male,>15,diploma 2-3 years (professional qualification),2012,56.831
Friuli-Venezia Giulia,male,>15,diploma 2-3 years (professional qualification),2013,54.726
Friuli-Venezia Giulia,male,>15,diploma 2-3 years (professional qualification),2014,52.593
Friuli-Venezia Giulia,male,>15,diploma 2-3 years (professional qualification),2015,53.189
Friuli-Venezia Giulia,male,>15,diploma 2-3 years (professional qualification),2016,55.057
Friuli-Venezia Giulia,male,>15,diploma 2-3 years (professional qualification),2017,51.933
Friuli-Venezia Giulia,male,>15,diploma 2-3 years (professional qualification),2018,53.108
Friuli-Venezia Giulia,male,>15,diploma 2-3 years (professional qualification),2019,55.953
Friuli-Venezia Giulia,male,>15,diploma 2-3 years (professional qualification),2020,60.259
Friuli-Venezia Giulia,male,>15,diploma 4-5 years (maturity),2011,150.589
Friuli-Venezia Giulia,male,>15,diploma 4-5 years (maturity),2012,151.159
Friuli-Venezia Giulia,male,>15,diploma 4-5 years (maturity),2013,156.491
Friuli-Venezia Giulia,male,>15,diploma 4-5 years (maturity),2014,159.116
Friuli-Venezia Giulia,male,>15,diploma 4-5 years (maturity),2015,160.44
Friuli-Venezia Giulia,male,>15,diploma 4-5 years (maturity),2016,163.447
Friuli-Venezia Giulia,male,>15,diploma 4-5 years (maturity),2017,163.308
Friuli-Venezia Giulia,male,>15,diploma 4-5 years (maturity),2018,166.688
Friuli-Venezia Giulia,male,>15,diploma 4-5 years (maturity),2019,171.663
Friuli-Venezia Giulia,male,>15,diploma 4-5 years (maturity),2020,171.054
Friuli-Venezia Giulia,male,>15,undergraduate and postgraduate,2011,46.839
Friuli-Venezia Giulia,male,>15,undergraduate and postgraduate,2012,58.966
Friuli-Venezia Giulia,male,>15,undergraduate and postgraduate,2013,61.39
Friuli-Venezia Giulia,male,>15,undergraduate and postgraduate,2014,62.842
Friuli-Venezia Giulia,male,>15,undergraduate and postgraduate,2015,62.87
Friuli-Venezia Giulia,male,>15,undergraduate and postgraduate,2016,61.18
Friuli-Venezia Giulia,male,>15,undergraduate and postgraduate,2017,65.503
Friuli-Venezia Giulia,male,>15,undergraduate and postgraduate,2018,72.797
Friuli-Venezia Giulia,male,>15,undergraduate and postgraduate,2019,73.073
Friuli-Venezia Giulia,male,>15,undergraduate and postgraduate,2020,73.704
Friuli-Venezia Giulia,female,>15,"elementary school certificate, no educational qualifications",2011,134.282
Friuli-Venezia Giulia,female,>15,"elementary school certificate, no educational qualifications",2012,129.114
Friuli-Venezia Giulia,female,>15,"elementary school certificate, no educational qualifications",2013,122.932
Friuli-Venezia Giulia,female,>15,"elementary school certificate, no educational qualifications",2014,121.033
Friuli-Venezia Giulia,female,>15,"elementary school certificate, no educational qualifications",2015,117.673
Friuli-Venezia Giulia,female,>15,"elementary school certificate, no educational qualifications",2016,112.132
Friuli-Venezia Giulia,female,>15,"elementary school certificate, no educational qualifications",2017,105.041
Friuli-Venezia Giulia,female,>15,"elementary school certificate, no educational qualifications",2018,98.058
Friuli-Venezia Giulia,female,>15,"elementary school certificate, no educational qualifications",2019,91.8
Friuli-Venezia Giulia,female,>15,"elementary school certificate, no educational qualifications",2020,87.818
Friuli-Venezia Giulia,female,>15,middle school certificate,2011,174.226
Friuli-Venezia Giulia,female,>15,middle school certificate,2012,164.346
Friuli-Venezia Giulia,female,>15,middle school certificate,2013,163.011
Friuli-Venezia Giulia,female,>15,middle school certificate,2014,162.682
Friuli-Venezia Giulia,female,>15,middle school certificate,2015,163.827
Friuli-Venezia Giulia,female,>15,middle school certificate,2016,165.095
Friuli-Venezia Giulia,female,>15,middle school certificate,2017,165.076
Friuli-Venezia Giulia,female,>15,middle school certificate,2018,162.882
Friuli-Venezia Giulia,female,>15,middle school certificate,2019,158.362
Friuli-Venezia Giulia,female,>15,middle school certificate,2020,159.702
Friuli-Venezia Giulia,female,>15,diploma 2-3 years (professional qualification),2011,39.864
Friuli-Venezia Giulia,female,>15,diploma 2-3 years (professional qualification),2012,38.268
Friuli-Venezia Giulia,female,>15,diploma 2-3 years (professional qualification),2013,41.387
Friuli-Venezia Giulia,female,>15,diploma 2-3 years (professional qualification),2014,40.928
Friuli-Venezia Giulia,female,>15,diploma 2-3 years (professional qualification),2015,38.924
Friuli-Venezia Giulia,female,>15,diploma 2-3 years (professional qualification),2016,41.182
Friuli-Venezia Giulia,female,>15,diploma 2-3 years (professional qualification),2017,40.908
Friuli-Venezia Giulia,female,>15,diploma 2-3 years (professional qualification),2018,41.997
Friuli-Venezia Giulia,female,>15,diploma 2-3 years (professional qualification),2019,43.276
Friuli-Venezia Giulia,female,>15,diploma 2-3 years (professional qualification),2020,39.683
Friuli-Venezia Giulia,female,>15,diploma 4-5 years (maturity),2011,145.494
Friuli-Venezia Giulia,female,>15,diploma 4-5 years (maturity),2012,148.55
Friuli-Venezia Giulia,female,>15,diploma 4-5 years (maturity),2013,151.93
Friuli-Venezia Giulia,female,>15,diploma 4-5 years (maturity),2014,157.649
Friuli-Venezia Giulia,female,>15,diploma 4-5 years (maturity),2015,158.13
Friuli-Venezia Giulia,female,>15,diploma 4-5 years (maturity),2016,158.024
Friuli-Venezia Giulia,female,>15,diploma 4-5 years (maturity),2017,149.727
Friuli-Venezia Giulia,female,>15,diploma 4-5 years (maturity),2018,155.429
Friuli-Venezia Giulia,female,>15,diploma 4-5 years (maturity),2019,163.137
Friuli-Venezia Giulia,female,>15,diploma 4-5 years (maturity),2020,166.591
Friuli-Venezia Giulia,female,>15,undergraduate and postgraduate,2011,57.932
Friuli-Venezia Giulia,female,>15,undergraduate and postgraduate,2012,71.368
Friuli-Venezia Giulia,female,>15,undergraduate and postgraduate,2013,73.157
Friuli-Venezia Giulia,female,>15,undergraduate and postgraduate,2014,70.355
Friuli-Venezia Giulia,female,>15,undergraduate and postgraduate,2015,73.066
Friuli-Venezia Giulia,female,>15,undergraduate and postgraduate,2016,73.49
Friuli-Venezia Giulia,female,>15,undergraduate and postgraduate,2017,87.981
Friuli-Venezia Giulia,female,>15,undergraduate and postgraduate,2018,89.637
Friuli-Venezia Giulia,female,>15,undergraduate and postgraduate,2019,90.699
Friuli-Venezia Giulia,female,>15,undergraduate and postgraduate,2020,92.58
Emilia-Romagna,male,>15,"elementary school certificate, no educational qualifications",2011,329.801
Emilia-Romagna,male,>15,"elementary school certificate, no educational qualifications",2012,319.135
Emilia-Romagna,male,>15,"elementary school certificate, no educational qualifications",2013,300.178
Emilia-Romagna,male,>15,"elementary school certificate, no educational qualifications",2014,283.468
Emilia-Romagna,male,>15,"elementary school certificate, no educational qualifications",2015,272.631
Emilia-Romagna,male,>15,"elementary school certificate, no educational qualifications",2016,262.161
Emilia-Romagna,male,>15,"elementary school certificate, no educational qualifications",2017,248.012
Emilia-Romagna,male,>15,"elementary school certificate, no educational qualifications",2018,237.071
Emilia-Romagna,male,>15,"elementary school certificate, no educational qualifications",2019,215.69
Emilia-Romagna,male,>15,"elementary school certificate, no educational qualifications",2020,211.28
Emilia-Romagna,male,>15,middle school certificate,2011,601.399
Emilia-Romagna,male,>15,middle school certificate,2012,599.674
Emilia-Romagna,male,>15,middle school certificate,2013,615.46
Emilia-Romagna,male,>15,middle school certificate,2014,610.439
Emilia-Romagna,male,>15,middle school certificate,2015,613.433
Emilia-Romagna,male,>15,middle school certificate,2016,601.56
Emilia-Romagna,male,>15,middle school certificate,2017,602.295
Emilia-Romagna,male,>15,middle school certificate,2018,595.485
Emilia-Romagna,male,>15,middle school certificate,2019,616.198
Emilia-Romagna,male,>15,middle school certificate,2020,617.237
Emilia-Romagna,male,>15,diploma 2-3 years (professional qualification),2011,133.281
Emilia-Romagna,male,>15,diploma 2-3 years (professional qualification),2012,131.685
Emilia-Romagna,male,>15,diploma 2-3 years (professional qualification),2013,131.381
Emilia-Romagna,male,>15,diploma 2-3 years (professional qualification),2014,133.152
Emilia-Romagna,male,>15,diploma 2-3 years (professional qualification),2015,127.079
Emilia-Romagna,male,>15,diploma 2-3 years (professional qualification),2016,146.285
Emilia-Romagna,male,>15,diploma 2-3 years (professional qualification),2017,158.652
Emilia-Romagna,male,>15,diploma 2-3 years (professional qualification),2018,145.105
Emilia-Romagna,male,>15,diploma 2-3 years (professional qualification),2019,143.857
Emilia-Romagna,male,>15,diploma 2-3 years (professional qualification),2020,151.988
Emilia-Romagna,male,>15,diploma 4-5 years (maturity),2011,530.036
Emilia-Romagna,male,>15,diploma 4-5 years (maturity),2012,541.811
Emilia-Romagna,male,>15,diploma 4-5 years (maturity),2013,555.916
Emilia-Romagna,male,>15,diploma 4-5 years (maturity),2014,564.766
Emilia-Romagna,male,>15,diploma 4-5 years (maturity),2015,569.021
Emilia-Romagna,male,>15,diploma 4-5 years (maturity),2016,570.398
Emilia-Romagna,male,>15,diploma 4-5 years (maturity),2017,566.082
Emilia-Romagna,male,>15,diploma 4-5 years (maturity),2018,586.221
Emilia-Romagna,male,>15,diploma 4-5 years (maturity),2019,587.847
Emilia-Romagna,male,>15,diploma 4-5 years (maturity),2020,582.853
Emilia-Romagna,male,>15,undergraduate and postgraduate,2011,208.056
Emilia-Romagna,male,>15,undergraduate and postgraduate,2012,218.833
Emilia-Romagna,male,>15,undergraduate and postgraduate,2013,220.052
Emilia-Romagna,male,>15,undergraduate and postgraduate,2014,240.329
Emilia-Romagna,male,>15,undergraduate and postgraduate,2015,251.883
Emilia-Romagna,male,>15,undergraduate and postgraduate,2016,255.828
Emilia-Romagna,male,>15,undergraduate and postgraduate,2017,263.476
Emilia-Romagna,male,>15,undergraduate and postgraduate,2018,280.186
Emilia-Romagna,male,>15,undergraduate and postgraduate,2019,286.321
Emilia-Romagna,male,>15,undergraduate and postgraduate,2020,293.537
Emilia-Romagna,female,>15,"elementary school certificate, no educational qualifications",2011,511.349
Emilia-Romagna,female,>15,"elementary school certificate, no educational qualifications",2012,493.914
Emilia-Romagna,female,>15,"elementary school certificate, no educational qualifications",2013,475.634
Emilia-Romagna,female,>15,"elementary school certificate, no educational qualifications",2014,457.073
Emilia-Romagna,female,>15,"elementary school certificate, no educational qualifications",2015,446.917
Emilia-Romagna,female,>15,"elementary school certificate, no educational qualifications",2016,416.251
Emilia-Romagna,female,>15,"elementary school certificate, no educational qualifications",2017,391.181
Emilia-Romagna,female,>15,"elementary school certificate, no educational qualifications",2018,367.388
Emilia-Romagna,female,>15,"elementary school certificate, no educational qualifications",2019,353.138
Emilia-Romagna,female,>15,"elementary school certificate, no educational qualifications",2020,347.426
Emilia-Romagna,female,>15,middle school certificate,2011,511.442
Emilia-Romagna,female,>15,middle school certificate,2012,511.356
Emilia-Romagna,female,>15,middle school certificate,2013,500.059
Emilia-Romagna,female,>15,middle school certificate,2014,507.523
Emilia-Romagna,female,>15,middle school certificate,2015,514.527
Emilia-Romagna,female,>15,middle school certificate,2016,522.445
Emilia-Romagna,female,>15,middle school certificate,2017,525.511
Emilia-Romagna,female,>15,middle school certificate,2018,522.995
Emilia-Romagna,female,>15,middle school certificate,2019,514.217
Emilia-Romagna,female,>15,middle school certificate,2020,521.056
Emilia-Romagna,female,>15,diploma 2-3 years (professional qualification),2011,128.915
Emilia-Romagna,female,>15,diploma 2-3 years (professional qualification),2012,136.33
Emilia-Romagna,female,>15,diploma 2-3 years (professional qualification),2013,132.519
Emilia-Romagna,female,>15,diploma 2-3 years (professional qualification),2014,140.048
Emilia-Romagna,female,>15,diploma 2-3 years (professional qualification),2015,124.916
Emilia-Romagna,female,>15,diploma 2-3 years (professional qualification),2016,137.054
Emilia-Romagna,female,>15,diploma 2-3 years (professional qualification),2017,139.746
Emilia-Romagna,female,>15,diploma 2-3 years (professional qualification),2018,140.781
Emilia-Romagna,female,>15,diploma 2-3 years (professional qualification),2019,140.533
Emilia-Romagna,female,>15,diploma 2-3 years (professional qualification),2020,134.316
Emilia-Romagna,female,>15,diploma 4-5 years (maturity),2011,543.245
Emilia-Romagna,female,>15,diploma 4-5 years (maturity),2012,545.155
Emilia-Romagna,female,>15,diploma 4-5 years (maturity),2013,579.235
Emilia-Romagna,female,>15,diploma 4-5 years (maturity),2014,579.174
Emilia-Romagna,female,>15,diploma 4-5 years (maturity),2015,575.531
Emilia-Romagna,female,>15,diploma 4-5 years (maturity),2016,576.068
Emilia-Romagna,female,>15,diploma 4-5 years (maturity),2017,589.851
Emilia-Romagna,female,>15,diploma 4-5 years (maturity),2018,596.851
Emilia-Romagna,female,>15,diploma 4-5 years (maturity),2019,606.001
Emilia-Romagna,female,>15,diploma 4-5 years (maturity),2020,613.835
Emilia-Romagna,female,>15,undergraduate and postgraduate,2011,265.688
Emilia-Romagna,female,>15,undergraduate and postgraduate,2012,282.92
Emilia-Romagna,female,>15,undergraduate and postgraduate,2013,289.567
Emilia-Romagna,female,>15,undergraduate and postgraduate,2014,299.93
Emilia-Romagna,female,>15,undergraduate and postgraduate,2015,324.102
Emilia-Romagna,female,>15,undergraduate and postgraduate,2016,334.82
Emilia-Romagna,female,>15,undergraduate and postgraduate,2017,340.734
Emilia-Romagna,female,>15,undergraduate and postgraduate,2018,360.395
Emilia-Romagna,female,>15,undergraduate and postgraduate,2019,377.713
Emilia-Romagna,female,>15,undergraduate and postgraduate,2020,377.512
Centro,male,>15,"elementary school certificate, no educational qualifications",2011,793.834
Centro,male,>15,"elementary school certificate, no educational qualifications",2012,774.624
Centro,male,>15,"elementary school certificate, no educational qualifications",2013,760.119
Centro,male,>15,"elementary school certificate, no educational qualifications",2014,701.469
Centro,male,>15,"elementary school certificate, no educational qualifications",2015,650.974
Centro,male,>15,"elementary school certificate, no educational qualifications",2016,619.781
Centro,male,>15,"elementary school certificate, no educational qualifications",2017,589.254
Centro,male,>15,"elementary school certificate, no educational qualifications",2018,564.936
Centro,male,>15,"elementary school certificate, no educational qualifications",2019,561.347
Centro,male,>15,"elementary school certificate, no educational qualifications",2020,547.127
Centro,male,>15,middle school certificate,2011,1588.978
Centro,male,>15,middle school certificate,2012,1568.29
Centro,male,>15,middle school certificate,2013,1567.616
Centro,male,>15,middle school certificate,2014,1560.461
Centro,male,>15,middle school certificate,2015,1586.555
Centro,male,>15,middle school certificate,2016,1618.824
Centro,male,>15,middle school certificate,2017,1625.673
Centro,male,>15,middle school certificate,2018,1614.488
Centro,male,>15,middle school certificate,2019,1613.726
Centro,male,>15,middle school certificate,2020,1611.816
Centro,male,>15,diploma 2-3 years (professional qualification),2011,239.029
Centro,male,>15,diploma 2-3 years (professional qualification),2012,230.25
Centro,male,>15,diploma 2-3 years (professional qualification),2013,239.843
Centro,male,>15,diploma 2-3 years (professional qualification),2014,256.734
Centro,male,>15,diploma 2-3 years (professional qualification),2015,235.016
Centro,male,>15,diploma 2-3 years (professional qualification),2016,230.438
Centro,male,>15,diploma 2-3 years (professional qualification),2017,213.695
Centro,male,>15,diploma 2-3 years (professional qualification),2018,198.734
Centro,male,>15,diploma 2-3 years (professional qualification),2019,207.919
Centro,male,>15,diploma 2-3 years (professional qualification),2020,201.227
Centro,male,>15,diploma 4-5 years (maturity),2011,1564.879
Centro,male,>15,diploma 4-5 years (maturity),2012,1619.533
Centro,male,>15,diploma 4-5 years (maturity),2013,1662.639
Centro,male,>15,diploma 4-5 years (maturity),2014,1710.996
Centro,male,>15,diploma 4-5 years (maturity),2015,1744.668
Centro,male,>15,diploma 4-5 years (maturity),2016,1736.613
Centro,male,>15,diploma 4-5 years (maturity),2017,1752.505
Centro,male,>15,diploma 4-5 years (maturity),2018,1775.482
Centro,male,>15,diploma 4-5 years (maturity),2019,1761.493
Centro,male,>15,diploma 4-5 years (maturity),2020,1772.066
Centro,male,>15,undergraduate and postgraduate,2011,615.435
Centro,male,>15,undergraduate and postgraduate,2012,647.057
Centro,male,>15,undergraduate and postgraduate,2013,674.957
Centro,male,>15,undergraduate and postgraduate,2014,721.738
Centro,male,>15,undergraduate and postgraduate,2015,744.965
Centro,male,>15,undergraduate and postgraduate,2016,758.202
Centro,male,>15,undergraduate and postgraduate,2017,791.339
Centro,male,>15,undergraduate and postgraduate,2018,819.244
Centro,male,>15,undergraduate and postgraduate,2019,821.186
Centro,male,>15,undergraduate and postgraduate,2020,831.373
Centro,female,>15,"elementary school certificate, no educational qualifications",2011,1357.486
Centro,female,>15,"elementary school certificate, no educational qualifications",2012,1307.175
Centro,female,>15,"elementary school certificate, no educational qualifications",2013,1259.471
Centro,female,>15,"elementary school certificate, no educational qualifications",2014,1200.853
Centro,female,>15,"elementary school certificate, no educational qualifications",2015,1155.711
Centro,female,>15,"elementary school certificate, no educational qualifications",2016,1109.693
Centro,female,>15,"elementary school certificate, no educational qualifications",2017,1039.709
Centro,female,>15,"elementary school certificate, no educational qualifications",2018,982.05
Centro,female,>15,"elementary school certificate, no educational qualifications",2019,955.049
Centro,female,>15,"elementary school certificate, no educational qualifications",2020,950.903
Centro,female,>15,middle school certificate,2011,1343.371
Centro,female,>15,middle school certificate,2012,1350.831
Centro,female,>15,middle school certificate,2013,1360.659
Centro,female,>15,middle school certificate,2014,1369.237
Centro,female,>15,middle school certificate,2015,1401.507
Centro,female,>15,middle school certificate,2016,1413.416
Centro,female,>15,middle school certificate,2017,1395.844
Centro,female,>15,middle school certificate,2018,1414.887
Centro,female,>15,middle school certificate,2019,1403.761
Centro,female,>15,middle school certificate,2020,1401.63
Centro,female,>15,diploma 2-3 years (professional qualification),2011,232.808
Centro,female,>15,diploma 2-3 years (professional qualification),2012,248.485
Centro,female,>15,diploma 2-3 years (professional qualification),2013,237.797
Centro,female,>15,diploma 2-3 years (professional qualification),2014,225.762
Centro,female,>15,diploma 2-3 years (professional qualification),2015,217.295
Centro,female,>15,diploma 2-3 years (professional qualification),2016,215.456
Centro,female,>15,diploma 2-3 years (professional qualification),2017,205.177
Centro,female,>15,diploma 2-3 years (professional qualification),2018,197.241
Centro,female,>15,diploma 2-3 years (professional qualification),2019,197.196
Centro,female,>15,diploma 2-3 years (professional qualification),2020,185.631
Centro,female,>15,diploma 4-5 years (maturity),2011,1636.727
Centro,female,>15,diploma 4-5 years (maturity),2012,1638.195
Centro,female,>15,diploma 4-5 years (maturity),2013,1696.364
Centro,female,>15,diploma 4-5 years (maturity),2014,1728.083
Centro,female,>15,diploma 4-5 years (maturity),2015,1749.618
Centro,female,>15,diploma 4-5 years (maturity),2016,1762.508
Centro,female,>15,diploma 4-5 years (maturity),2017,1770.591
Centro,female,>15,diploma 4-5 years (maturity),2018,1790.559
Centro,female,>15,diploma 4-5 years (maturity),2019,1801.77
Centro,female,>15,diploma 4-5 years (maturity),2020,1788.921
Centro,female,>15,undergraduate and postgraduate,2011,729.915
Centro,female,>15,undergraduate and postgraduate,2012,790.739
Centro,female,>15,undergraduate and postgraduate,2013,832.654
Centro,female,>15,undergraduate and postgraduate,2014,898.377
Centro,female,>15,undergraduate and postgraduate,2015,910.268
Centro,female,>15,undergraduate and postgraduate,2016,934.693
Centro,female,>15,undergraduate and postgraduate,2017,1022.85
Centro,female,>15,undergraduate and postgraduate,2018,1041.944
Centro,female,>15,undergraduate and postgraduate,2019,1061.664
Centro,female,>15,undergraduate and postgraduate,2020,1085.297
Toscana,male,>15,"elementary school certificate, no educational qualifications",2011,314.187
Toscana,male,>15,"elementary school certificate, no educational qualifications",2012,311.94
Toscana,male,>15,"elementary school certificate, no educational qualifications",2013,306.987
Toscana,male,>15,"elementary school certificate, no educational qualifications",2014,277.042
Toscana,male,>15,"elementary school certificate, no educational qualifications",2015,250.787
Toscana,male,>15,"elementary school certificate, no educational qualifications",2016,232.073
Toscana,male,>15,"elementary school certificate, no educational qualifications",2017,224.237
Toscana,male,>15,"elementary school certificate, no educational qualifications",2018,219.1
Toscana,male,>15,"elementary school certificate, no educational qualifications",2019,212.163
Toscana,male,>15,"elementary school certificate, no educational qualifications",2020,206.623
Toscana,male,>15,middle school certificate,2011,548.307
Toscana,male,>15,middle school certificate,2012,548.297
Toscana,male,>15,middle school certificate,2013,534.009
Toscana,male,>15,middle school certificate,2014,527.299
Toscana,male,>15,middle school certificate,2015,530.568
Toscana,male,>15,middle school certificate,2016,545.281
Toscana,male,>15,middle school certificate,2017,534.004
Toscana,male,>15,middle school certificate,2018,518.806
Toscana,male,>15,middle school certificate,2019,531.969
Toscana,male,>15,middle school certificate,2020,535.017
Toscana,male,>15,diploma 2-3 years (professional qualification),2011,70.096
Toscana,male,>15,diploma 2-3 years (professional qualification),2012,68.664
Toscana,male,>15,diploma 2-3 years (professional qualification),2013,67.171
Toscana,male,>15,diploma 2-3 years (professional qualification),2014,76.002
Toscana,male,>15,diploma 2-3 years (professional qualification),2015,76.035
Toscana,male,>15,diploma 2-3 years (professional qualification),2016,70.946
Toscana,male,>15,diploma 2-3 years (professional qualification),2017,68.296
Toscana,male,>15,diploma 2-3 years (professional qualification),2018,71.498
Toscana,male,>15,diploma 2-3 years (professional qualification),2019,79.201
Toscana,male,>15,diploma 2-3 years (professional qualification),2020,71.358
Toscana,male,>15,diploma 4-5 years (maturity),2011,436.35
Toscana,male,>15,diploma 4-5 years (maturity),2012,435.856
Toscana,male,>15,diploma 4-5 years (maturity),2013,458.024
Toscana,male,>15,diploma 4-5 years (maturity),2014,479.186
Toscana,male,>15,diploma 4-5 years (maturity),2015,485.965
Toscana,male,>15,diploma 4-5 years (maturity),2016,487.548
Toscana,male,>15,diploma 4-5 years (maturity),2017,501.834
Toscana,male,>15,diploma 4-5 years (maturity),2018,513.23
Toscana,male,>15,diploma 4-5 years (maturity),2019,508.09
Toscana,male,>15,diploma 4-5 years (maturity),2020,516.721
Toscana,male,>15,undergraduate and postgraduate,2011,167.946
Toscana,male,>15,undergraduate and postgraduate,2012,175.5
Toscana,male,>15,undergraduate and postgraduate,2013,177.637
Toscana,male,>15,undergraduate and postgraduate,2014,186.427
Toscana,male,>15,undergraduate and postgraduate,2015,204.114
Toscana,male,>15,undergraduate and postgraduate,2016,212.342
Toscana,male,>15,undergraduate and postgraduate,2017,221.519
Toscana,male,>15,undergraduate and postgraduate,2018,226.814
Toscana,male,>15,undergraduate and postgraduate,2019,217.448
Toscana,male,>15,undergraduate and postgraduate,2020,219.648
Toscana,female,>15,"elementary school certificate, no educational qualifications",2011,509.046
Toscana,female,>15,"elementary school certificate, no educational qualifications",2012,482.193
Toscana,female,>15,"elementary school certificate, no educational qualifications",2013,473.927
Toscana,female,>15,"elementary school certificate, no educational qualifications",2014,446.746
Toscana,female,>15,"elementary school certificate, no educational qualifications",2015,431.007
Toscana,female,>15,"elementary school certificate, no educational qualifications",2016,407.834
Toscana,female,>15,"elementary school certificate, no educational qualifications",2017,379.729
Toscana,female,>15,"elementary school certificate, no educational qualifications",2018,363.442
Toscana,female,>15,"elementary school certificate, no educational qualifications",2019,352.905
Toscana,female,>15,"elementary school certificate, no educational qualifications",2020,347.658
Toscana,female,>15,middle school certificate,2011,446.326
Toscana,female,>15,middle school certificate,2012,451.963
Toscana,female,>15,middle school certificate,2013,440.131
Toscana,female,>15,middle school certificate,2014,446.334
Toscana,female,>15,middle school certificate,2015,445.29
Toscana,female,>15,middle school certificate,2016,432.024
Toscana,female,>15,middle school certificate,2017,433.775
Toscana,female,>15,middle school certificate,2018,446.248
Toscana,female,>15,middle school certificate,2019,445.198
Toscana,female,>15,middle school certificate,2020,448.818
Toscana,female,>15,diploma 2-3 years (professional qualification),2011,72.173
Toscana,female,>15,diploma 2-3 years (professional qualification),2012,70.987
Toscana,female,>15,diploma 2-3 years (professional qualification),2013,63.74
Toscana,female,>15,diploma 2-3 years (professional qualification),2014,67.711
Toscana,female,>15,diploma 2-3 years (professional qualification),2015,67.312
Toscana,female,>15,diploma 2-3 years (professional qualification),2016,73.933
Toscana,female,>15,diploma 2-3 years (professional qualification),2017,72.832
Toscana,female,>15,diploma 2-3 years (professional qualification),2018,77.693
